fips,name,State,State Code,Region,Division,msa,type_bea20
1731,31155,Saunders County,Nebraska,NE,Midwest,West North Central,"Omaha-Council Bluffs, NE-IA ",Metro
1732,31157,Scotts Bluff County,Nebraska,NE,Midwest,West North Central,"Scottsbluff, NE ",Micro
1733,31159,Seward County,Nebraska,NE,Midwest,West North Central,"Lincoln, NE ",Metro
1734,31161,Sheridan County,Nebraska,NE,Midwest,West North Central,,Rural
1735,31163,Sherman County,Nebraska,NE,Midwest,West North Central,,Rural
1736,31165,Sioux County,Nebraska,NE,Midwest,West North Central,"Scottsbluff, NE ",Micro
1737,31167,Stanton County,Nebraska,NE,Midwest,West North Central,"Norfolk, NE ",Micro
1738,31169,Thayer County,Nebraska,NE,Midwest,West North Central,,Rural
1739,31171,Thomas County,Nebraska,NE,Midwest,West North Central,,Rural
1740,31173,Thurston County,Nebraska,NE,Midwest,West North Central,,Rural
1741,31175,Valley County,Nebraska,NE,Midwest,West North Central,,Rural
1742,31177,Washington County,Nebraska,NE,Midwest,West North Central,"Omaha-Council Bluffs, NE-IA ",Metro
1743,31179,Wayne County,Nebraska,NE,Midwest,West North Central,,Rural
1744,31181,Webster County,Nebraska,NE,Midwest,West North Central,,Rural
1745,31183,Wheeler County,Nebraska,NE,Midwest,West North Central,,Rural
1746,31185,York County,Nebraska,NE,Midwest,West North Central,,Rural
1747,32001,Churchill County,Nevada,NV,West,Mountain,"Fallon, NV ",Micro
1748,32003,Clark County,Nevada,NV,West,Mountain,"Las Vegas-Henderson-Paradise, NV ",Metro
1749,32005,Douglas County,Nevada,NV,West,Mountain,"Gardnerville Ranchos, NV ",Micro
1750,32007,Elko County,Nevada,NV,West,Mountain,"Elko, NV ",Micro
1751,32009,Esmeralda County,Nevada,NV,West,Mountain,,Rural
1752,32011,Eureka County,Nevada,NV,West,Mountain,"Elko, NV ",Micro
1753,32013,Humboldt County,Nevada,NV,West,Mountain,"Winnemucca, NV ",Micro
1754,32015,Lander County,Nevada,NV,West,Mountain,,Rural
1755,32017,Lincoln County,Nevada,NV,West,Mountain,,Rural
1756,32019,Lyon County,Nevada,NV,West,Mountain,"Fernley, NV ",Micro
1757,32021,Mineral County,Nevada,NV,West,Mountain,,Rural
1758,32023,Nye County,Nevada,NV,West,Mountain,"Pahrump, NV ",Micro
1759,32027,Pershing County,Nevada,NV,West,Mountain,,Rural
1760,32029,Storey County,Nevada,NV,West,Mountain,"Reno, NV ",Metro
1761,32031,Washoe County,Nevada,NV,West,Mountain,"Reno, NV ",Metro
1762,32033,White Pine County,Nevada,NV,West,Mountain,,Rural
1763,32510,Carson City,Nevada,NV,West,Mountain,"Carson City, NV ",Metro
1764,33001,Belknap County,New Hampshire,NH,Northeast,New England,"Laconia, NH ",Micro
1765,33003,Carroll County,New Hampshire,NH,Northeast,New England,,Rural
1766,33005,Cheshire County,New Hampshire,NH,Northeast,New England,"Keene, NH ",Micro
1767,33007,Coos County,New Hampshire,NH,Northeast,New England,"Berlin, NH ",Micro
1768,33009,Grafton County,New Hampshire,NH,Northeast,New England,"Lebanon, NH-VT ",Micro
1769,33011,Hillsborough County,New Hampshire,NH,Northeast,New England,"Manchester-Nashua, NH ",Metro
1770,33013,Merrimack County,New Hampshire,NH,Northeast,New England,"Concord, NH ",Micro
1771,33015,Rockingham County,New Hampshire,NH,Northeast,New England,"Boston-Cambridge-Newton, MA-NH ",Metro
1772,33017,Strafford County,New Hampshire,NH,Northeast,New England,"Boston-Cambridge-Newton, MA-NH ",Metro
1773,33019,Sullivan County,New Hampshire,NH,Northeast,New England,"Lebanon, NH-VT ",Micro
1774,34001,Atlantic County,New Jersey,NJ,Northeast,Middle Atlantic,"Atlantic City-Hammonton, NJ ",Metro
1775,34003,Bergen County,New Jersey,NJ,Northeast,Middle Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1776,34005,Burlington County,New Jersey,NJ,Northeast,Middle Atlantic,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",Metro
1777,34007,Camden County,New Jersey,NJ,Northeast,Middle Atlantic,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",Metro
1778,34009,Cape May County,New Jersey,NJ,Northeast,Middle Atlantic,"Ocean City, NJ ",Metro
1779,34011,Cumberland County,New Jersey,NJ,Northeast,Middle Atlantic,"Vineland-Bridgeton, NJ ",Metro
1780,34013,Essex County,New Jersey,NJ,Northeast,Middle Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1781,34015,Gloucester County,New Jersey,NJ,Northeast,Middle Atlantic,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",Metro
1782,34017,Hudson County,New Jersey,NJ,Northeast,Middle Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1783,34019,Hunterdon County,New Jersey,NJ,Northeast,Middle Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1784,34021,Mercer County,New Jersey,NJ,Northeast,Middle Atlantic,"Trenton-Princeton, NJ ",Metro
1785,34023,Middlesex County,New Jersey,NJ,Northeast,Middle Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1786,34025,Monmouth County,New Jersey,NJ,Northeast,Middle Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1787,34027,Morris County,New Jersey,NJ,Northeast,Middle Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1788,34029,Ocean County,New Jersey,NJ,Northeast,Middle Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1789,34031,Passaic County,New Jersey,NJ,Northeast,Middle Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1790,34033,Salem County,New Jersey,NJ,Northeast,Middle Atlantic,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",Metro
1791,34035,Somerset County,New Jersey,NJ,Northeast,Middle Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1792,34037,Sussex County,New Jersey,NJ,Northeast,Middle Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1793,34039,Union County,New Jersey,NJ,Northeast,Middle Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1794,34041,Warren County,New Jersey,NJ,Northeast,Middle Atlantic,"Allentown-Bethlehem-Easton, PA-NJ ",Metro
1795,35001,Bernalillo County,New Mexico,NM,West,Mountain,"Albuquerque, NM ",Metro
1796,35003,Catron County,New Mexico,NM,West,Mountain,,Rural
1797,35005,Chaves County,New Mexico,NM,West,Mountain,"Roswell, NM ",Micro
1798,35006,Cibola County,New Mexico,NM,West,Mountain,"Grants, NM ",Micro
1799,35007,Colfax County,New Mexico,NM,West,Mountain,,Rural
1800,35009,Curry County,New Mexico,NM,West,Mountain,"Clovis, NM ",Micro
1801,35011,De Baca County,New Mexico,NM,West,Mountain,,Rural
1802,35013,Do±a Ana County,New Mexico,NM,West,Mountain,"Las Cruces, NM ",Metro
1803,35015,Eddy County,New Mexico,NM,West,Mountain,"Carlsbad-Artesia, NM ",Micro
1804,35017,Grant County,New Mexico,NM,West,Mountain,"Silver City, NM ",Micro
1805,35019,Guadalupe County,New Mexico,NM,West,Mountain,,Rural
1806,35021,Harding County,New Mexico,NM,West,Mountain,,Rural
1807,35023,Hidalgo County,New Mexico,NM,West,Mountain,,Rural
1808,35025,Lea County,New Mexico,NM,West,Mountain,"Hobbs, NM ",Micro
1809,35027,Lincoln County,New Mexico,NM,West,Mountain,"Ruidoso, NM ",Micro
1810,35028,Los Alamos County,New Mexico,NM,West,Mountain,"Los Alamos, NM ",Micro
1811,35029,Luna County,New Mexico,NM,West,Mountain,"Deming, NM ",Micro
1812,35031,McKinley County,New Mexico,NM,West,Mountain,"Gallup, NM ",Micro
1813,35033,Mora County,New Mexico,NM,West,Mountain,"Las Vegas, NM ",Micro
1814,35035,Otero County,New Mexico,NM,West,Mountain,"Alamogordo, NM ",Micro
1815,35037,Quay County,New Mexico,NM,West,Mountain,,Rural
1816,35039,Rio Arriba County,New Mexico,NM,West,Mountain,"Espa\'f1ola, NM ",Micro
1817,35041,Roosevelt County,New Mexico,NM,West,Mountain,"Portales, NM ",Micro
1818,35043,Sandoval County,New Mexico,NM,West,Mountain,"Albuquerque, NM ",Metro
1819,35045,San Juan County,New Mexico,NM,West,Mountain,"Farmington, NM ",Metro
1820,35047,San Miguel County,New Mexico,NM,West,Mountain,"Las Vegas, NM ",Micro
1821,35049,Santa Fe County,New Mexico,NM,West,Mountain,"Santa Fe, NM ",Metro
1822,35051,Sierra County,New Mexico,NM,West,Mountain,,Rural
1823,35053,Socorro County,New Mexico,NM,West,Mountain,,Rural
1824,35055,Taos County,New Mexico,NM,West,Mountain,"Taos, NM ",Micro
1825,35057,Torrance County,New Mexico,NM,West,Mountain,"Albuquerque, NM ",Metro
1826,35059,Union County,New Mexico,NM,West,Mountain,,Rural
1827,35061,Valencia County,New Mexico,NM,West,Mountain,"Albuquerque, NM ",Metro
1828,36001,Albany County,New York,NY,Northeast,Middle Atlantic,"Albany-Schenectady-Troy, NY ",Metro
1829,36003,Allegany County,New York,NY,Northeast,Middle Atlantic,,Rural
1830,36005,Bronx County,New York,NY,Northeast,Middle Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1831,36007,Broome County,New York,NY,Northeast,Middle Atlantic,"Binghamton, NY ",Metro
1832,36009,Cattaraugus County,New York,NY,Northeast,Middle Atlantic,"Olean, NY ",Micro
1833,36011,Cayuga County,New York,NY,Northeast,Middle Atlantic,"Auburn, NY ",Micro
1834,36013,Chautauqua County,New York,NY,Northeast,Middle Atlantic,"Jamestown-Dunkirk-Fredonia, NY ",Micro
1835,36015,Chemung County,New York,NY,Northeast,Middle Atlantic,"Elmira, NY ",Metro
1836,36017,Chenango County,New York,NY,Northeast,Middle Atlantic,,Rural
1837,36019,Clinton County,New York,NY,Northeast,Middle Atlantic,"Plattsburgh, NY ",Micro
1838,36021,Columbia County,New York,NY,Northeast,Middle Atlantic,"Hudson, NY ",Micro
1839,36023,Cortland County,New York,NY,Northeast,Middle Atlantic,"Cortland, NY ",Micro
1840,36025,Delaware County,New York,NY,Northeast,Middle Atlantic,,Rural
1841,36027,Dutchess County,New York,NY,Northeast,Middle Atlantic,"Poughkeepsie-Newburgh-Middletown, NY ",Metro
1842,36029,Erie County,New York,NY,Northeast,Middle Atlantic,"Buffalo-Cheektowaga, NY ",Metro
1843,36031,Essex County,New York,NY,Northeast,Middle Atlantic,,Rural
1844,36033,Franklin County,New York,NY,Northeast,Middle Atlantic,"Malone, NY ",Micro
1845,36035,Fulton County,New York,NY,Northeast,Middle Atlantic,"Gloversville, NY ",Micro
1846,36037,Genesee County,New York,NY,Northeast,Middle Atlantic,"Batavia, NY ",Micro
1847,36039,Greene County,New York,NY,Northeast,Middle Atlantic,,Rural
1848,36041,Hamilton County,New York,NY,Northeast,Middle Atlantic,,Rural
1849,36043,Herkimer County,New York,NY,Northeast,Middle Atlantic,"Utica-Rome, NY ",Metro
1850,36045,Jefferson County,New York,NY,Northeast,Middle Atlantic,"Watertown-Fort Drum, NY ",Metro
1851,36047,Kings County,New York,NY,Northeast,Middle Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1852,36049,Lewis County,New York,NY,Northeast,Middle Atlantic,,Rural
1853,36051,Livingston County,New York,NY,Northeast,Middle Atlantic,"Rochester, NY ",Metro
1854,36053,Madison County,New York,NY,Northeast,Middle Atlantic,"Syracuse, NY ",Metro
1855,36055,Monroe County,New York,NY,Northeast,Middle Atlantic,"Rochester, NY ",Metro
1856,36057,Montgomery County,New York,NY,Northeast,Middle Atlantic,"Amsterdam, NY ",Micro
1857,36059,Nassau County,New York,NY,Northeast,Middle Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1858,36061,New York County,New York,NY,Northeast,Middle Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1859,36063,Niagara County,New York,NY,Northeast,Middle Atlantic,"Buffalo-Cheektowaga, NY ",Metro
1860,36065,Oneida County,New York,NY,Northeast,Middle Atlantic,"Utica-Rome, NY ",Metro
1861,36067,Onondaga County,New York,NY,Northeast,Middle Atlantic,"Syracuse, NY ",Metro
1862,36069,Ontario County,New York,NY,Northeast,Middle Atlantic,"Rochester, NY ",Metro
1863,36071,Orange County,New York,NY,Northeast,Middle Atlantic,"Poughkeepsie-Newburgh-Middletown, NY ",Metro
1864,36073,Orleans County,New York,NY,Northeast,Middle Atlantic,"Rochester, NY ",Metro
1865,36075,Oswego County,New York,NY,Northeast,Middle Atlantic,"Syracuse, NY ",Metro
1866,36077,Otsego County,New York,NY,Northeast,Middle Atlantic,"Oneonta, NY ",Micro
1867,36079,Putnam County,New York,NY,Northeast,Middle Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1868,36081,Queens County,New York,NY,Northeast,Middle Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1869,36083,Rensselaer County,New York,NY,Northeast,Middle Atlantic,"Albany-Schenectady-Troy, NY ",Metro
1870,36085,Richmond County,New York,NY,Northeast,Middle Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1871,36087,Rockland County,New York,NY,Northeast,Middle Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1872,36089,St. Lawrence County,New York,NY,Northeast,Middle Atlantic,"Ogdensburg-Massena, NY ",Micro
1873,36091,Saratoga County,New York,NY,Northeast,Middle Atlantic,"Albany-Schenectady-Troy, NY ",Metro
1874,36093,Schenectady County,New York,NY,Northeast,Middle Atlantic,"Albany-Schenectady-Troy, NY ",Metro
1875,36095,Schoharie County,New York,NY,Northeast,Middle Atlantic,"Albany-Schenectady-Troy, NY ",Metro
1876,36097,Schuyler County,New York,NY,Northeast,Middle Atlantic,,Rural
1877,36099,Seneca County,New York,NY,Northeast,Middle Atlantic,"Seneca Falls, NY ",Micro
1878,36101,Steuben County,New York,NY,Northeast,Middle Atlantic,"Corning, NY ",Micro
1879,36103,Suffolk County,New York,NY,Northeast,Middle Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1880,36105,Sullivan County,New York,NY,Northeast,Middle Atlantic,,Rural
1881,36107,Tioga County,New York,NY,Northeast,Middle Atlantic,"Binghamton, NY ",Metro
1882,36109,Tompkins County,New York,NY,Northeast,Middle Atlantic,"Ithaca, NY ",Metro
1883,36111,Ulster County,New York,NY,Northeast,Middle Atlantic,"Kingston, NY ",Metro
1884,36113,Warren County,New York,NY,Northeast,Middle Atlantic,"Glens Falls, NY ",Metro
1885,36115,Washington County,New York,NY,Northeast,Middle Atlantic,"Glens Falls, NY ",Metro
1886,36117,Wayne County,New York,NY,Northeast,Middle Atlantic,"Rochester, NY ",Metro
1887,36119,Westchester County,New York,NY,Northeast,Middle Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1888,36121,Wyoming County,New York,NY,Northeast,Middle Atlantic,,Rural
1889,36123,Yates County,New York,NY,Northeast,Middle Atlantic,"Rochester, NY ",Metro
1890,37001,Alamance County,North Carolina,NC,South,South Atlantic,"Burlington, NC ",Metro
1891,37003,Alexander County,North Carolina,NC,South,South Atlantic,"Hickory-Lenoir-Morganton, NC ",Metro
1892,37005,Alleghany County,North Carolina,NC,South,South Atlantic,,Rural
1893,37007,Anson County,North Carolina,NC,South,South Atlantic,"Charlotte-Concord-Gastonia, NC-SC ",Metro
1894,37009,Ashe County,North Carolina,NC,South,South Atlantic,,Rural
1895,37011,Avery County,North Carolina,NC,South,South Atlantic,,Rural
1896,37013,Beaufort County,North Carolina,NC,South,South Atlantic,"Washington, NC ",Micro
1897,37015,Bertie County,North Carolina,NC,South,South Atlantic,,Rural
1898,37017,Bladen County,North Carolina,NC,South,South Atlantic,,Rural
1899,37019,Brunswick County,North Carolina,NC,South,South Atlantic,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC ",Metro
1900,37021,Buncombe County,North Carolina,NC,South,South Atlantic,"Asheville, NC ",Metro
1901,37023,Burke County,North Carolina,NC,South,South Atlantic,"Hickory-Lenoir-Morganton, NC ",Metro
1902,37025,Cabarrus County,North Carolina,NC,South,South Atlantic,"Charlotte-Concord-Gastonia, NC-SC ",Metro
1903,37027,Caldwell County,North Carolina,NC,South,South Atlantic,"Hickory-Lenoir-Morganton, NC ",Metro
1904,37029,Camden County,North Carolina,NC,South,South Atlantic,"Virginia Beach-Norfolk-Newport News, VA-NC ",Metro
1905,37031,Carteret County,North Carolina,NC,South,South Atlantic,"Morehead City, NC ",Micro
1906,37033,Caswell County,North Carolina,NC,South,South Atlantic,,Rural
1907,37035,Catawba County,North Carolina,NC,South,South Atlantic,"Hickory-Lenoir-Morganton, NC ",Metro
1908,37037,Chatham County,North Carolina,NC,South,South Atlantic,"Durham-Chapel Hill, NC ",Metro
1909,37039,Cherokee County,North Carolina,NC,South,South Atlantic,,Rural
1910,37041,Chowan County,North Carolina,NC,South,South Atlantic,,Rural
1911,37043,Clay County,North Carolina,NC,South,South Atlantic,,Rural
1912,37045,Cleveland County,North Carolina,NC,South,South Atlantic,"Shelby, NC ",Micro
1913,37047,Columbus County,North Carolina,NC,South,South Atlantic,,Rural
1914,37049,Craven County,North Carolina,NC,South,South Atlantic,"New Bern, NC ",Metro
1915,37051,Cumberland County,North Carolina,NC,South,South Atlantic,"Fayetteville, NC ",Metro
1916,37053,Currituck County,North Carolina,NC,South,South Atlantic,"Virginia Beach-Norfolk-Newport News, VA-NC ",Metro
1917,37055,Dare County,North Carolina,NC,South,South Atlantic,"Kill Devil Hills, NC ",Micro
1918,37057,Davidson County,North Carolina,NC,South,South Atlantic,"Winston-Salem, NC ",Metro
1919,37059,Davie County,North Carolina,NC,South,South Atlantic,"Winston-Salem, NC ",Metro
1920,37061,Duplin County,North Carolina,NC,South,South Atlantic,,Rural
1921,37063,Durham County,North Carolina,NC,South,South Atlantic,"Durham-Chapel Hill, NC ",Metro
1922,37065,Edgecombe County,North Carolina,NC,South,South Atlantic,"Rocky Mount, NC ",Metro
1923,37067,Forsyth County,North Carolina,NC,South,South Atlantic,"Winston-Salem, NC ",Metro
1924,37069,Franklin County,North Carolina,NC,South,South Atlantic,"Raleigh-Cary, NC ",Metro
1925,37071,Gaston County,North Carolina,NC,South,South Atlantic,"Charlotte-Concord-Gastonia, NC-SC ",Metro
1926,37073,Gates County,North Carolina,NC,South,South Atlantic,"Virginia Beach-Norfolk-Newport News, VA-NC ",Metro
1927,37075,Graham County,North Carolina,NC,South,South Atlantic,,Rural
1928,37077,Granville County,North Carolina,NC,South,South Atlantic,"Durham-Chapel Hill, NC ",Metro
1929,37079,Greene County,North Carolina,NC,South,South Atlantic,,Rural
1930,37081,Guilford County,North Carolina,NC,South,South Atlantic,"Greensboro-High Point, NC ",Metro
1931,37083,Halifax County,North Carolina,NC,South,South Atlantic,"Roanoke Rapids, NC ",Micro
1932,37085,Harnett County,North Carolina,NC,South,South Atlantic,"Fayetteville, NC ",Metro
1933,37087,Haywood County,North Carolina,NC,South,South Atlantic,"Asheville, NC ",Metro
1934,37089,Henderson County,North Carolina,NC,South,South Atlantic,"Asheville, NC ",Metro
1935,37091,Hertford County,North Carolina,NC,South,South Atlantic,,Rural
1936,37093,Hoke County,North Carolina,NC,South,South Atlantic,"Fayetteville, NC ",Metro
1937,37095,Hyde County,North Carolina,NC,South,South Atlantic,,Rural
1938,37097,Iredell County,North Carolina,NC,South,South Atlantic,"Charlotte-Concord-Gastonia, NC-SC ",Metro
1939,37099,Jackson County,North Carolina,NC,South,South Atlantic,"Cullowhee, NC ",Micro
1940,37101,Johnston County,North Carolina,NC,South,South Atlantic,"Raleigh-Cary, NC ",Metro
1941,37103,Jones County,North Carolina,NC,South,South Atlantic,"New Bern, NC ",Metro
1942,37105,Lee County,North Carolina,NC,South,South Atlantic,"Sanford, NC ",Micro
1943,37107,Lenoir County,North Carolina,NC,South,South Atlantic,"Kinston, NC ",Micro
1944,37109,Lincoln County,North Carolina,NC,South,South Atlantic,"Charlotte-Concord-Gastonia, NC-SC ",Metro
1945,37111,McDowell County,North Carolina,NC,South,South Atlantic,"Marion, NC ",Micro
1946,37113,Macon County,North Carolina,NC,South,South Atlantic,,Rural
1947,37115,Madison County,North Carolina,NC,South,South Atlantic,"Asheville, NC ",Metro
1948,37117,Martin County,North Carolina,NC,South,South Atlantic,,Rural
1949,37119,Mecklenburg County,North Carolina,NC,South,South Atlantic,"Charlotte-Concord-Gastonia, NC-SC ",Metro
1950,37121,Mitchell County,North Carolina,NC,South,South Atlantic,,Rural
1951,37123,Montgomery County,North Carolina,NC,South,South Atlantic,,Rural
1952,37125,Moore County,North Carolina,NC,South,South Atlantic,"Pinehurst-Southern Pines, NC ",Micro
1953,37127,Nash County,North Carolina,NC,South,South Atlantic,"Rocky Mount, NC ",Metro
1954,37129,New Hanover County,North Carolina,NC,South,South Atlantic,"Wilmington, NC ",Metro
1955,37131,Northampton County,North Carolina,NC,South,South Atlantic,"Roanoke Rapids, NC ",Micro
1956,37133,Onslow County,North Carolina,NC,South,South Atlantic,"Jacksonville, NC ",Metro
1957,37135,Orange County,North Carolina,NC,South,South Atlantic,"Durham-Chapel Hill, NC ",Metro
1958,37137,Pamlico County,North Carolina,NC,South,South Atlantic,"New Bern, NC ",Metro
1959,37139,Pasquotank County,North Carolina,NC,South,South Atlantic,"Elizabeth City, NC ",Micro
1960,37141,Pender County,North Carolina,NC,South,South Atlantic,"Wilmington, NC ",Metro
1961,37143,Perquimans County,North Carolina,NC,South,South Atlantic,"Elizabeth City, NC ",Micro
1962,37145,Person County,North Carolina,NC,South,South Atlantic,"Durham-Chapel Hill, NC ",Metro
1963,37147,Pitt County,North Carolina,NC,South,South Atlantic,"Greenville, NC ",Metro
1964,37149,Polk County,North Carolina,NC,South,South Atlantic,,Rural
1965,37151,Randolph County,North Carolina,NC,South,South Atlantic,"Greensboro-High Point, NC ",Metro
1966,37153,Richmond County,North Carolina,NC,South,South Atlantic,"Rockingham, NC ",Micro
1967,37155,Robeson County,North Carolina,NC,South,South Atlantic,"Lumberton, NC ",Micro
1968,37157,Rockingham County,North Carolina,NC,South,South Atlantic,"Greensboro-High Point, NC ",Metro
1969,37159,Rowan County,North Carolina,NC,South,South Atlantic,"Charlotte-Concord-Gastonia, NC-SC ",Metro
1970,37161,Rutherford County,North Carolina,NC,South,South Atlantic,"Forest City, NC ",Micro
1971,37163,Sampson County,North Carolina,NC,South,South Atlantic,,Rural
1972,37165,Scotland County,North Carolina,NC,South,South Atlantic,"Laurinburg, NC ",Micro
1973,37167,Stanly County,North Carolina,NC,South,South Atlantic,"Albemarle, NC ",Micro
1974,37169,Stokes County,North Carolina,NC,South,South Atlantic,"Winston-Salem, NC ",Metro
1975,37171,Surry County,North Carolina,NC,South,South Atlantic,"Mount Airy, NC ",Micro
1976,37173,Swain County,North Carolina,NC,South,South Atlantic,"Cullowhee, NC ",Micro
1977,37175,Transylvania County,North Carolina,NC,South,South Atlantic,"Brevard, NC ",Micro
1978,37177,Tyrrell County,North Carolina,NC,South,South Atlantic,,Rural
1979,37179,Union County,North Carolina,NC,South,South Atlantic,"Charlotte-Concord-Gastonia, NC-SC ",Metro
1980,37181,Vance County,North Carolina,NC,South,South Atlantic,"Henderson, NC ",Micro
1981,37183,Wake County,North Carolina,NC,South,South Atlantic,"Raleigh-Cary, NC ",Metro
1982,37185,Warren County,North Carolina,NC,South,South Atlantic,,Rural
1983,37187,Washington County,North Carolina,NC,South,South Atlantic,,Rural
1984,37189,Watauga County,North Carolina,NC,South,South Atlantic,"Boone, NC ",Micro
1985,37191,Wayne County,North Carolina,NC,South,South Atlantic,"Goldsboro, NC ",Metro
1986,37193,Wilkes County,North Carolina,NC,South,South Atlantic,"North Wilkesboro, NC ",Micro
1987,37195,Wilson County,North Carolina,NC,South,South Atlantic,"Wilson, NC ",Micro
1988,37197,Yadkin County,North Carolina,NC,South,South Atlantic,"Winston-Salem, NC ",Metro
1989,37199,Yancey County,North Carolina,NC,South,South Atlantic,,Rural
1990,38001,Adams County,North Dakota,ND,Midwest,West North Central,,Rural
1991,38003,Barnes County,North Dakota,ND,Midwest,West North Central,,Rural
1992,38005,Benson County,North Dakota,ND,Midwest,West North Central,,Rural
1993,38007,Billings County,North Dakota,ND,Midwest,West North Central,"Dickinson, ND ",Micro
1994,38009,Bottineau County,North Dakota,ND,Midwest,West North Central,,Rural
1995,38011,Bowman County,North Dakota,ND,Midwest,West North Central,,Rural
1996,38013,Burke County,North Dakota,ND,Midwest,West North Central,,Rural
1997,38015,Burleigh County,North Dakota,ND,Midwest,West North Central,"Bismarck, ND ",Metro
1998,38017,Cass County,North Dakota,ND,Midwest,West North Central,"Fargo, ND-MN ",Metro
1999,38019,Cavalier County,North Dakota,ND,Midwest,West North Central,,Rural
2000,38021,Dickey County,North Dakota,ND,Midwest,West North Central,,Rural
2001,38023,Divide County,North Dakota,ND,Midwest,West North Central,,Rural
2002,38025,Dunn County,North Dakota,ND,Midwest,West North Central,,Rural
2003,38027,Eddy County,North Dakota,ND,Midwest,West North Central,,Rural
2004,38029,Emmons County,North Dakota,ND,Midwest,West North Central,,Rural
2005,38031,Foster County,North Dakota,ND,Midwest,West North Central,,Rural
2006,38033,Golden Valley County,North Dakota,ND,Midwest,West North Central,,Rural
2007,38035,Grand Forks County,North Dakota,ND,Midwest,West North Central,"Grand Forks, ND-MN ",Metro
2008,38037,Grant County,North Dakota,ND,Midwest,West North Central,,Rural
2009,38039,Griggs County,North Dakota,ND,Midwest,West North Central,,Rural
2010,38041,Hettinger County,North Dakota,ND,Midwest,West North Central,,Rural
2011,38043,Kidder County,North Dakota,ND,Midwest,West North Central,,Rural
2012,38045,LaMoure County,North Dakota,ND,Midwest,West North Central,,Rural
2013,38047,Logan County,North Dakota,ND,Midwest,West North Central,,Rural
2014,38049,McHenry County,North Dakota,ND,Midwest,West North Central,"Minot, ND ",Micro
2015,38051,McIntosh County,North Dakota,ND,Midwest,West North Central,,Rural
2016,38053,McKenzie County,North Dakota,ND,Midwest,West North Central,,Rural
2017,38055,McLean County,North Dakota,ND,Midwest,West North Central,,Rural
2018,38057,Mercer County,North Dakota,ND,Midwest,West North Central,,Rural
2019,38059,Morton County,North Dakota,ND,Midwest,West North Central,"Bismarck, ND ",Metro
2020,38061,Mountrail County,North Dakota,ND,Midwest,West North Central,,Rural
2021,38063,Nelson County,North Dakota,ND,Midwest,West North Central,,Rural
2022,38065,Oliver County,North Dakota,ND,Midwest,West North Central,"Bismarck, ND ",Metro
2023,38067,Pembina County,North Dakota,ND,Midwest,West North Central,,Rural
2024,38069,Pierce County,North Dakota,ND,Midwest,West North Central,,Rural
2025,38071,Ramsey County,North Dakota,ND,Midwest,West North Central,,Rural
2026,38073,Ransom County,North Dakota,ND,Midwest,West North Central,,Rural
2027,38075,Renville County,North Dakota,ND,Midwest,West North Central,"Minot, ND ",Micro
2028,38077,Richland County,North Dakota,ND,Midwest,West North Central,"Wahpeton, ND-MN ",Micro
2029,38079,Rolette County,North Dakota,ND,Midwest,West North Central,,Rural
2030,38081,Sargent County,North Dakota,ND,Midwest,West North Central,,Rural
2031,38083,Sheridan County,North Dakota,ND,Midwest,West North Central,,Rural
2032,38085,Sioux County,North Dakota,ND,Midwest,West North Central,,Rural
2033,38087,Slope County,North Dakota,ND,Midwest,West North Central,,Rural
2034,38089,Stark County,North Dakota,ND,Midwest,West North Central,"Dickinson, ND ",Micro
2035,38091,Steele County,North Dakota,ND,Midwest,West North Central,,Rural
2036,38093,Stutsman County,North Dakota,ND,Midwest,West North Central,"Jamestown, ND ",Micro
2037,38095,Towner County,North Dakota,ND,Midwest,West North Central,,Rural
2038,38097,Traill County,North Dakota,ND,Midwest,West North Central,,Rural
